region,district,date,Market,source,commodity,Price,market_day,Year,month,week,Type
Greater Accra,TMA-Tema East,15-08-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Soya Bean,16.0,2025-08-15,2025,8,3,wholesale
Ahafo,Asunafo North Municipal,21-08-2025,Goaso,wholesale,white maize,6.42,2025-08-21,2025,8,3,wholesale
Ahafo,Asunafo North Municipal,21-08-2025,Goaso,wholesale,Maize Yellow,6.456666667,2025-08-21,2025,8,3,wholesale
Ahafo,Asunafo North Municipal,21-08-2025,Goaso,wholesale,Rice Local perfumed,14.44333333,2025-08-21,2025,8,3,wholesale
Ahafo,Asunafo North Municipal,21-08-2025,Goaso,wholesale,Groundnut Red,19.74333333,2025-08-21,2025,8,3,wholesale
Ahafo,Asunafo North Municipal,21-08-2025,Goaso,wholesale,Unshelled Groundnut,13.72,2025-08-21,2025,8,3,wholesale
Oti,Nkwanta South Municipal,18-08-2025,NKWANTA,wholesale,white maize,7.2,2025-08-18,2025,8,3,wholesale
Oti,Nkwanta South Municipal,18-08-2025,NKWANTA,wholesale,Rice Local perfumed,11.67,2025-08-18,2025,8,3,wholesale
Oti,Nkwanta South Municipal,18-08-2025,NKWANTA,wholesale,Rice Local non perfumed,9.446666667,2025-08-18,2025,8,3,wholesale
Oti,Nkwanta South Municipal,18-08-2025,NKWANTA,wholesale,Soya Bean,8.33,2025-08-18,2025,8,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,22-08-2025,BIBIANI ,wholesale,white maize,9.126666667,2025-08-22,2025,8,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,22-08-2025,BIBIANI ,wholesale,Maize Yellow,10.41333333,2025-08-22,2025,8,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,22-08-2025,BIBIANI ,wholesale,Rice Local perfumed,20.94,2025-08-22,2025,8,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,22-08-2025,BIBIANI ,wholesale,Rice Local non perfumed,18.04666667,2025-08-22,2025,8,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,22-08-2025,BIBIANI ,wholesale,Groundnut Red,21.63666667,2025-08-22,2025,8,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,22-08-2025,BIBIANI ,wholesale,Soya Bean,12.92,2025-08-22,2025,8,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,22-08-2025,BIBIANI ,wholesale,Unshelled Groundnut,32.92,2025-08-22,2025,8,4,wholesale
Upper East,Bolgatanga Municipal,23-08-2025,Bowl,wholesale,white maize,4.5,2025-08-23,2025,8,4,wholesale
Upper East,Bolgatanga Municipal,23-08-2025,Bowl,wholesale,Maize Yellow,4.5,2025-08-23,2025,8,4,wholesale
Upper East,Bolgatanga Municipal,23-08-2025,Bowl,wholesale,Groundnut Red,14.33333333,2025-08-23,2025,8,4,wholesale
Upper East,Bolgatanga Municipal,23-08-2025,Bowl,wholesale,Soya Bean,6.393333333,2025-08-23,2025,8,4,wholesale
Bono East,Techiman Municipal,21-08-2025,,wholesale,white maize,6.15,2025-08-21,2025,8,3,wholesale
Bono East,Techiman Municipal,21-08-2025,,wholesale,Maize Yellow,6.383333333,2025-08-21,2025,8,3,wholesale
Bono East,Techiman Municipal,21-08-2025,,wholesale,Rice Local perfumed,12.67,2025-08-21,2025,8,3,wholesale
Bono East,Techiman Municipal,21-08-2025,,wholesale,Rice Local non perfumed,10.00666667,2025-08-21,2025,8,3,wholesale
Bono East,Techiman Municipal,21-08-2025,,wholesale,Groundnut Red,18.89333333,2025-08-21,2025,8,3,wholesale
Bono East,Techiman Municipal,21-08-2025,,wholesale,Soya Bean,8.396666667,2025-08-21,2025,8,3,wholesale
Bono East,Techiman Municipal,21-08-2025,,wholesale,Unshelled Groundnut,16.38666667,2025-08-21,2025,8,3,wholesale
Savannah,Bole,17-08-2025,Bamboi market,wholesale,white maize,6.0,2025-08-17,2025,8,3,wholesale
Savannah,Bole,17-08-2025,Bamboi market,wholesale,Maize Yellow,6.165,2025-08-17,2025,8,3,wholesale
Savannah,Bole,17-08-2025,Bamboi market,wholesale,Rice Local perfumed,10.0325,2025-08-17,2025,8,3,wholesale
Savannah,Bole,17-08-2025,Bamboi market,wholesale,Rice Local non perfumed,15.02,2025-08-17,2025,8,3,wholesale
Savannah,Bole,17-08-2025,Bamboi market,wholesale,Groundnut Red,22.5,2025-08-17,2025,8,3,wholesale
Savannah,Bole,17-08-2025,Bamboi market,wholesale,Soya Bean,15.6625,2025-08-17,2025,8,3,wholesale
Greater Accra,TMA-Tema East,23-08-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,white maize,14.0,2025-08-23,2025,8,4,wholesale
Greater Accra,TMA-Tema East,23-08-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Maize Yellow,15.0,2025-08-23,2025,8,4,wholesale
Greater Accra,TMA-Tema East,23-08-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Rice Local perfumed,25.65333333,2025-08-23,2025,8,4,wholesale
Greater Accra,TMA-Tema East,23-08-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Groundnut Red,34.0,2025-08-23,2025,8,4,wholesale
Greater Accra,TMA-Tema East,23-08-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Soya Bean,18.66666667,2025-08-23,2025,8,4,wholesale
Bono,Sunyani Municipal,20-08-2025,Nana Bosomah,wholesale,white maize,3.08,2025-08-20,2025,8,3,wholesale
Bono,Sunyani Municipal,20-08-2025,Nana Bosomah,wholesale,Maize Yellow,3.08,2025-08-20,2025,8,3,wholesale
Bono,Sunyani Municipal,20-08-2025,Nana Bosomah,wholesale,Rice Local perfumed,12.0,2025-08-20,2025,8,3,wholesale
Bono,Sunyani Municipal,20-08-2025,Nana Bosomah,wholesale,Rice Local non perfumed,10.0,2025-08-20,2025,8,3,wholesale
Bono East,Kintampo North Municipal,25-08-2025,Kintampo,wholesale,white maize,5.48,2025-08-25,2025,8,4,wholesale
Bono East,Kintampo North Municipal,25-08-2025,Kintampo,wholesale,Maize Yellow,5.353333333,2025-08-25,2025,8,4,wholesale
Bono East,Kintampo North Municipal,25-08-2025,Kintampo,wholesale,Rice Local perfumed,10.24333333,2025-08-25,2025,8,4,wholesale
Ahafo,Asunafo North Municipal,29-08-2025,Goaso,wholesale,white maize,7.376666667,2025-08-29,2025,8,5,wholesale
Ahafo,Asunafo North Municipal,29-08-2025,Goaso,wholesale,Maize Yellow,7.373333333,2025-08-29,2025,8,5,wholesale
Ahafo,Asunafo North Municipal,29-08-2025,Goaso,wholesale,Rice Local perfumed,13.80333333,2025-08-29,2025,8,5,wholesale
Ahafo,Asunafo North Municipal,29-08-2025,Goaso,wholesale,Groundnut Red,20.27666667,2025-08-29,2025,8,5,wholesale
Ahafo,Asunafo North Municipal,29-08-2025,Goaso,wholesale,Unshelled Groundnut,15.02333333,2025-08-29,2025,8,5,wholesale
Oti,Nkwanta South Municipal,24-08-2025,NKWANTA ,wholesale,white maize,7.2,2025-08-24,2025,8,4,wholesale
Oti,Nkwanta South Municipal,24-08-2025,NKWANTA ,wholesale,Rice Local perfumed,11.67,2025-08-24,2025,8,4,wholesale
Oti,Nkwanta South Municipal,24-08-2025,NKWANTA ,wholesale,Rice Local non perfumed,9.446666667,2025-08-24,2025,8,4,wholesale
Oti,Nkwanta South Municipal,24-08-2025,NKWANTA ,wholesale,Soya Bean,8.33,2025-08-24,2025,8,4,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,29-08-2025,Bibiani ,wholesale,white maize,9.29,2025-08-29,2025,8,5,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,29-08-2025,Bibiani ,wholesale,Maize Yellow,9.75,2025-08-29,2025,8,5,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,29-08-2025,Bibiani ,wholesale,Rice Local perfumed,18.21,2025-08-29,2025,8,5,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,29-08-2025,Bibiani ,wholesale,Rice Local non perfumed,15.54666667,2025-08-29,2025,8,5,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,29-08-2025,Bibiani ,wholesale,Groundnut Red,21.81333333,2025-08-29,2025,8,5,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,29-08-2025,Bibiani ,wholesale,Soya Bean,15.51666667,2025-08-29,2025,8,5,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,29-08-2025,Bibiani ,wholesale,Unshelled Groundnut,29.58666667,2025-08-29,2025,8,5,wholesale
Bono,Sunyani Municipal,29-08-2025,Nana Bosomah,wholesale,white maize,3.08,2025-08-29,2025,8,5,wholesale
Bono,Sunyani Municipal,29-08-2025,Nana Bosomah,wholesale,Maize Yellow,3.08,2025-08-29,2025,8,5,wholesale
Bono,Sunyani Municipal,29-08-2025,Nana Bosomah,wholesale,Rice Local perfumed,12.0,2025-08-29,2025,8,5,wholesale
Bono,Sunyani Municipal,29-08-2025,Nana Bosomah,wholesale,Rice Local non perfumed,10.0,2025-08-29,2025,8,5,wholesale
Bono East,Techiman Municipal,27-08-2025,Techiman Market,wholesale,white maize,4.433333333,2025-08-27,2025,8,4,wholesale
Bono East,Techiman Municipal,27-08-2025,Techiman Market,wholesale,Maize Yellow,6.54,2025-08-27,2025,8,4,wholesale
Bono East,Techiman Municipal,27-08-2025,Techiman Market,wholesale,Rice Local perfumed,12.77666667,2025-08-27,2025,8,4,wholesale
Bono East,Techiman Municipal,27-08-2025,Techiman Market,wholesale,Rice Local non perfumed,10.36,2025-08-27,2025,8,4,wholesale
Bono East,Techiman Municipal,27-08-2025,Techiman Market,wholesale,Groundnut Red,17.54666667,2025-08-27,2025,8,4,wholesale
Bono East,Techiman Municipal,27-08-2025,Techiman Market,wholesale,Soya Bean,8.396666667,2025-08-27,2025,8,4,wholesale
Bono East,Techiman Municipal,27-08-2025,Techiman Market,wholesale,Unshelled Groundnut,15.63,2025-08-27,2025,8,4,wholesale
Bono East,Kintampo North Municipal,31-08-2025,Kintampo ,wholesale,white maize,4.18,2025-08-31,2025,8,5,wholesale
Bono East,Kintampo North Municipal,31-08-2025,Kintampo ,wholesale,Maize Yellow,3.473333333,2025-08-31,2025,8,5,wholesale
Bono East,Kintampo North Municipal,31-08-2025,Kintampo ,wholesale,Rice Local perfumed,11.44333333,2025-08-31,2025,8,5,wholesale
Upper West,Wa Municipal,26-08-2025,Wa market ,wholesale,white maize,4.0,2025-08-26,2025,8,4,wholesale
Upper West,Wa Municipal,26-08-2025,Wa market ,wholesale,Maize Yellow,4.0,2025-08-26,2025,8,4,wholesale
Greater Accra,TMA-Tema East,01-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,white maize,14.0,2025-09-01,2025,9,1,wholesale
Greater Accra,TMA-Tema East,01-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Maize Yellow,14.66666667,2025-09-01,2025,9,1,wholesale
Greater Accra,TMA-Tema East,01-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Rice Local perfumed,25.06666667,2025-09-01,2025,9,1,wholesale
Greater Accra,TMA-Tema East,01-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Groundnut Red,34.0,2025-09-01,2025,9,1,wholesale
Greater Accra,TMA-Tema East,01-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Soya Bean,20.0,2025-09-01,2025,9,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,05-09-2025,Bibiani ,wholesale,white maize,7.506666667,2025-09-05,2025,9,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,05-09-2025,Bibiani ,wholesale,Maize Yellow,8.06,2025-09-05,2025,9,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,05-09-2025,Bibiani ,wholesale,Rice Local perfumed,16.45333333,2025-09-05,2025,9,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,05-09-2025,Bibiani ,wholesale,Rice Local non perfumed,15.18333333,2025-09-05,2025,9,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,05-09-2025,Bibiani ,wholesale,Groundnut Red,22.17333333,2025-09-05,2025,9,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,05-09-2025,Bibiani ,wholesale,Soya Bean,16.62666667,2025-09-05,2025,9,1,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,05-09-2025,Bibiani ,wholesale,Unshelled Groundnut,27.48333333,2025-09-05,2025,9,1,wholesale
Ahafo,Asunafo North Municipal,03-06-2025,Goaso,wholesale,white maize,12.01666667,2025-06-03,2025,6,1,wholesale
Ahafo,Asunafo North Municipal,03-06-2025,Goaso,wholesale,Maize Yellow,12.35,2025-06-03,2025,6,1,wholesale
Ahafo,Asunafo North Municipal,03-06-2025,Goaso,wholesale,Rice Local perfumed,19.74333333,2025-06-03,2025,6,1,wholesale
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,wholesale,white maize,3.75,2025-09-05,2025,9,1,wholesale
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,wholesale,Maize Yellow,3.75,2025-09-05,2025,9,1,wholesale
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,wholesale,Rice Local perfumed,12.0,2025-09-05,2025,9,1,wholesale
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,wholesale,Rice Local non perfumed,10.0,2025-09-05,2025,9,1,wholesale
Upper East,Bolgatanga Municipal,30-08-2025,Bolga,wholesale,white maize,4.5,2025-08-30,2025,8,5,wholesale
Upper East,Bolgatanga Municipal,30-08-2025,Bolga,wholesale,Maize Yellow,4.5,2025-08-30,2025,8,5,wholesale
Upper East,Bolgatanga Municipal,07-09-2025,Bolga,wholesale,white maize,4.5,2025-09-07,2025,9,1,wholesale
Upper East,Bolgatanga Municipal,07-09-2025,Bolga,wholesale,Maize Yellow,4.5,2025-09-07,2025,9,1,wholesale
Upper East,Bolgatanga Municipal,07-09-2025,Bolga,wholesale,Groundnut Red,14.0,2025-09-07,2025,9,1,wholesale
Upper East,Bolgatanga Municipal,07-09-2025,Bolga,wholesale,Soya Bean,5.466666667,2025-09-07,2025,9,1,wholesale
Bono East,Techiman Municipal,04-09-2025,210,wholesale,white maize,5.04,2025-09-04,2025,9,1,wholesale
Bono East,Techiman Municipal,04-09-2025,210,wholesale,Maize Yellow,5.56,2025-09-04,2025,9,1,wholesale
Bono East,Techiman Municipal,04-09-2025,210,wholesale,Rice Local perfumed,11.33333333,2025-09-04,2025,9,1,wholesale
Bono East,Techiman Municipal,04-09-2025,210,wholesale,Rice Local non perfumed,9.773333333,2025-09-04,2025,9,1,wholesale
Bono East,Techiman Municipal,04-09-2025,210,wholesale,Groundnut Red,17.39666667,2025-09-04,2025,9,1,wholesale
Bono East,Techiman Municipal,04-09-2025,210,wholesale,Soya Bean,8.026666667,2025-09-04,2025,9,1,wholesale
Ahafo,Asunafo North Municipal,08-09-2025,Goaso,wholesale,white maize,5.123333333,2025-09-08,2025,9,2,wholesale
Ahafo,Asunafo North Municipal,08-09-2025,Goaso,wholesale,Maize Yellow,5.176666667,2025-09-08,2025,9,2,wholesale
Ahafo,Asunafo North Municipal,08-09-2025,Goaso,wholesale,Rice Local perfumed,15.05666667,2025-09-08,2025,9,2,wholesale
Ahafo,Asunafo North Municipal,08-09-2025,Goaso,wholesale,Groundnut Red,18.94333333,2025-09-08,2025,9,2,wholesale
Ahafo,Asunafo North Municipal,08-09-2025,Goaso,wholesale,Unshelled Groundnut,26.82666667,2025-09-08,2025,9,2,wholesale
Bono East,Kintampo North Municipal,07-09-2025,Kintampo ,wholesale,white maize,3.416666667,2025-09-07,2025,9,1,wholesale
Bono East,Kintampo North Municipal,07-09-2025,Kintampo ,wholesale,Maize Yellow,3.336666667,2025-09-07,2025,9,1,wholesale
Bono East,Kintampo North Municipal,07-09-2025,Kintampo ,wholesale,Rice Local perfumed,11.57666667,2025-09-07,2025,9,1,wholesale
Upper West,Wa Municipal,10-09-2025,WA MARKET ,wholesale,white maize,10.4,2025-09-10,2025,9,2,wholesale
Upper West,Wa Municipal,10-09-2025,WA MARKET ,wholesale,Maize Yellow,10.4,2025-09-10,2025,9,2,wholesale
Upper West,Wa Municipal,10-09-2025,WA MARKET ,wholesale,Soya Bean,22.0,2025-09-10,2025,9,2,wholesale
Greater Accra,TMA-Tema East,08-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,white maize,14.0,2025-09-08,2025,9,2,wholesale
Greater Accra,TMA-Tema East,08-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Maize Yellow,15.0,2025-09-08,2025,9,2,wholesale
Greater Accra,TMA-Tema East,08-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Rice Local perfumed,25.06666667,2025-09-08,2025,9,2,wholesale
Greater Accra,TMA-Tema East,08-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Groundnut Red,34.0,2025-09-08,2025,9,2,wholesale
Greater Accra,TMA-Tema East,08-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Soya Bean,20.0,2025-09-08,2025,9,2,wholesale
Eastern,New Juaben South Municipal,11-09-2025,Koforidua Central Market,wholesale,Maize Yellow,4.44,2025-09-11,2025,9,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,13-09-2025,Bibiani ,wholesale,white maize,7.193333333,2025-09-13,2025,9,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,13-09-2025,Bibiani ,wholesale,Maize Yellow,7.46,2025-09-13,2025,9,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,13-09-2025,Bibiani ,wholesale,Rice Local perfumed,15.33333333,2025-09-13,2025,9,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,13-09-2025,Bibiani ,wholesale,Rice Local non perfumed,13.95666667,2025-09-13,2025,9,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,13-09-2025,Bibiani ,wholesale,Groundnut Red,22.13666667,2025-09-13,2025,9,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,13-09-2025,Bibiani ,wholesale,Soya Bean,17.88,2025-09-13,2025,9,2,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,13-09-2025,Bibiani ,wholesale,Unshelled Groundnut,24.89666667,2025-09-13,2025,9,2,wholesale
Bono East,Kintampo North Municipal,15-09-2025,Kintampo ,wholesale,white maize,3.38,2025-09-15,2025,9,3,wholesale
Bono East,Kintampo North Municipal,15-09-2025,Kintampo ,wholesale,Maize Yellow,3.4,2025-09-15,2025,9,3,wholesale
Bono East,Kintampo North Municipal,15-09-2025,Kintampo ,wholesale,Rice Local perfumed,11.54,2025-09-15,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,15-09-2025,Goaso,wholesale,white maize,6.66,2025-09-15,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,15-09-2025,Goaso,wholesale,Maize Yellow,6.68,2025-09-15,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,15-09-2025,Goaso,wholesale,Rice Local perfumed,14.14333333,2025-09-15,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,15-09-2025,Goaso,wholesale,Groundnut Red,19.07666667,2025-09-15,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,15-09-2025,Goaso,wholesale,Unshelled Groundnut,30.89666667,2025-09-15,2025,9,3,wholesale
Upper West,Wa Municipal,15-09-2025,WA MARKET,wholesale,white maize,10.66666667,2025-09-15,2025,9,3,wholesale
Upper West,Wa Municipal,15-09-2025,WA MARKET,wholesale,Maize Yellow,10.4,2025-09-15,2025,9,3,wholesale
Upper West,Wa Municipal,15-09-2025,WA MARKET,wholesale,Rice Local non perfumed,24.0,2025-09-15,2025,9,3,wholesale
Upper West,Wa Municipal,15-09-2025,WA MARKET,wholesale,Soya Bean,12.8,2025-09-15,2025,9,3,wholesale
Oti,Nkwanta South Municipal,08-09-2025,NKWANTA,wholesale,white maize,5.2,2025-09-08,2025,9,2,wholesale
Oti,Nkwanta South Municipal,08-09-2025,NKWANTA,wholesale,Rice Local perfumed,11.67,2025-09-08,2025,9,2,wholesale
Oti,Nkwanta South Municipal,08-09-2025,NKWANTA,wholesale,Rice Local non perfumed,9.17,2025-09-08,2025,9,2,wholesale
Oti,Nkwanta South Municipal,08-09-2025,NKWANTA,wholesale,Soya Bean,8.33,2025-09-08,2025,9,2,wholesale
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,wholesale,white maize,3.75,2025-09-10,2025,9,2,wholesale
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,wholesale,Maize Yellow,3.75,2025-09-10,2025,9,2,wholesale
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,wholesale,Rice Local perfumed,11.67,2025-09-10,2025,9,2,wholesale
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,wholesale,Rice Local non perfumed,10.0,2025-09-10,2025,9,2,wholesale
Bono East,Techiman Municipal,13-09-2025,,wholesale,white maize,3.93,2025-09-13,2025,9,2,wholesale
Bono East,Techiman Municipal,13-09-2025,,wholesale,Maize Yellow,4.29,2025-09-13,2025,9,2,wholesale
Bono East,Techiman Municipal,13-09-2025,,wholesale,Rice Local perfumed,12.55666667,2025-09-13,2025,9,2,wholesale
Bono East,Techiman Municipal,13-09-2025,,wholesale,Rice Local non perfumed,10.01,2025-09-13,2025,9,2,wholesale
Bono East,Techiman Municipal,13-09-2025,,wholesale,Groundnut Red,18.7,2025-09-13,2025,9,2,wholesale
Bono East,Techiman Municipal,13-09-2025,,wholesale,Soya Bean,8.52,2025-09-13,2025,9,2,wholesale
Bono East,Techiman Municipal,13-09-2025,,wholesale,Unshelled Groundnut,17.71,2025-09-13,2025,9,2,wholesale
Oti,Nkwanta South Municipal,01-09-2025,NKWANTA ,wholesale,white maize,7.2,2025-09-01,2025,9,1,wholesale
Oti,Nkwanta South Municipal,01-09-2025,NKWANTA ,wholesale,Rice Local perfumed,11.67,2025-09-01,2025,9,1,wholesale
Oti,Nkwanta South Municipal,01-09-2025,NKWANTA ,wholesale,Rice Local non perfumed,10.05666667,2025-09-01,2025,9,1,wholesale
Oti,Nkwanta South Municipal,01-09-2025,NKWANTA ,wholesale,Soya Bean,8.886666667,2025-09-01,2025,9,1,wholesale
Eastern,New Juaben South Municipal,18-09-2025,Koforidua Central Market ,wholesale,Maize Yellow,5.993333333,2025-09-18,2025,9,3,wholesale
Greater Accra,TMA-Tema East,18-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,white maize,12.0,2025-09-18,2025,9,3,wholesale
Greater Accra,TMA-Tema East,18-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Maize Yellow,13.0,2025-09-18,2025,9,3,wholesale
Greater Accra,TMA-Tema East,18-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Rice Local perfumed,26.51666667,2025-09-18,2025,9,3,wholesale
Greater Accra,TMA-Tema East,18-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Groundnut Red,32.0,2025-09-18,2025,9,3,wholesale
Greater Accra,TMA-Tema East,18-09-2025,TEMA COMMUNITY ONE MAIN MARKET,wholesale,Soya Bean,16.0,2025-09-18,2025,9,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,19-09-2025,Bibiani,wholesale,white maize,6.89,2025-09-19,2025,9,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,19-09-2025,Bibiani,wholesale,Maize Yellow,7.003333333,2025-09-19,2025,9,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,19-09-2025,Bibiani,wholesale,Rice Local perfumed,16.51333333,2025-09-19,2025,9,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,19-09-2025,Bibiani,wholesale,Rice Local non perfumed,13.705,2025-09-19,2025,9,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,19-09-2025,Bibiani,wholesale,Groundnut Red,22.21333333,2025-09-19,2025,9,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,19-09-2025,Bibiani,wholesale,Soya Bean,17.7,2025-09-19,2025,9,3,wholesale
Western North,Bibiani Anhwiaso Bekwai Municipal,19-09-2025,Bibiani,wholesale,Unshelled Groundnut,27.96333333,2025-09-19,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,21-09-2025,Goaso,wholesale,white maize,6.66,2025-09-21,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,21-09-2025,Goaso,wholesale,Maize Yellow,6.72,2025-09-21,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,21-09-2025,Goaso,wholesale,Rice Local perfumed,13.95666667,2025-09-21,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,21-09-2025,Goaso,wholesale,Groundnut Red,18.37666667,2025-09-21,2025,9,3,wholesale
Ahafo,Asunafo North Municipal,21-09-2025,Goaso,wholesale,Unshelled Groundnut,32.19333333,2025-09-21,2025,9,3,wholesale
Bono East,Kintampo North Municipal,19-09-2025,Kintampo,wholesale,white maize,4.046666667,2025-09-19,2025,9,3,wholesale
Bono East,Kintampo North Municipal,19-09-2025,Kintampo,wholesale,Maize Yellow,4.046666667,2025-09-19,2025,9,3,wholesale
Bono East,Kintampo North Municipal,19-09-2025,Kintampo,wholesale,Groundnut Red,9.723333333,2025-09-19,2025,9,3,wholesale
Bono East,Kintampo North Municipal,19-09-2025,Kintampo,wholesale,Soya Bean,9.166666667,2025-09-19,2025,9,3,wholesale
Bono East,Techiman Municipal,19-09-2025,,wholesale,white maize,4.62,2025-09-19,2025,9,3,wholesale
Bono East,Techiman Municipal,19-09-2025,,wholesale,Maize Yellow,5.316666667,2025-09-19,2025,9,3,wholesale
Bono East,Techiman Municipal,19-09-2025,,wholesale,Rice Local perfumed,12.67,2025-09-19,2025,9,3,wholesale
Bono East,Techiman Municipal,19-09-2025,,wholesale,Rice Local non perfumed,10.12,2025-09-19,2025,9,3,wholesale
Bono East,Techiman Municipal,19-09-2025,,wholesale,Groundnut Red,17.10333333,2025-09-19,2025,9,3,wholesale
Bono East,Techiman Municipal,19-09-2025,,wholesale,Soya Bean,8.643333333,2025-09-19,2025,9,3,wholesale
Upper West,Wa Municipal,24-09-2025,WA MARKET,wholesale,white maize,10.4,2025-09-24,2025,9,4,wholesale
Upper West,Wa Municipal,24-09-2025,WA MARKET,wholesale,Maize Yellow,10.4,2025-09-24,2025,9,4,wholesale
Upper West,Wa Municipal,24-09-2025,WA MARKET,wholesale,Rice Local perfumed,32.0,2025-09-24,2025,9,4,wholesale
Upper West,Wa Municipal,24-09-2025,WA MARKET,wholesale,Rice Local non perfumed,24.0,2025-09-24,2025,9,4,wholesale
Upper West,Wa Municipal,24-09-2025,WA MARKET,wholesale,Groundnut Red,24.0,2025-09-24,2025,9,4,wholesale
Upper West,Wa Municipal,24-09-2025,WA MARKET,wholesale,Soya Bean,12.8,2025-09-24,2025,9,4,wholesale
Eastern,New Juaben South Municipal,26-09-2025,Koforidua central market ,wholesale,Maize Yellow,6.53,2025-09-26,2025,9,4,wholesale
Eastern,New Juaben South Municipal,26-09-2025,Koforidua central market ,wholesale,Unshelled Groundnut,20.0,2025-09-26,2025,9,4,wholesale
Savannah,Bole,15-09-2025,Bamboi market,wholesale,white maize,4.3675,2025-09-15,2025,9,3,wholesale
Savannah,Bole,15-09-2025,Bamboi market,wholesale,Maize Yellow,4.3675,2025-09-15,2025,9,3,wholesale
Savannah,Bole,15-09-2025,Bamboi market,wholesale,Rice Local perfumed,13.0,2025-09-15,2025,9,3,wholesale
Savannah,Bole,15-09-2025,Bamboi market,wholesale,Rice Local non perfumed,8.5,2025-09-15,2025,9,3,wholesale
